id,institution,sex,age,year,cycle,field,income,genai_freq,use_writing,use_summarising,use_brainstorm,use_translation,use_coding,use_explaining,use_questions,use_homework,anx1,anx2,anx3,anx4,anx5,anxiety,se1,se2,se3,se4,se5,se6,se7,se8,selfeff,eng1,eng2,eng3,eng4,eng5,eng6,eng7,eng8,eng9,engage,who_i1,who_i2,who_i3,who_i4,who_i5,who5
R0375,IPV,F,20,4,BSc,SocSci,2,1,0,0,0,1,0,0,0,0,3,2,1,4,4,3.41,4,3,7,5,6,6,4,3,4.47,2,2,3,4,4,3,3,3,3,3.88,5,3,4,2,3,66
R0376,UC,M,25,2,Other,Arts,4,3,1,1,0,0,0,0,0,0,4,4,6,3,5,5.31,3,3,5,3,3,6,4,4,4.07,3,5,5,6,6,5,5,4,5,4.33,2,4,4,3,2,57
R0377,IPP,F,25,3,BSc,STEM,3,5,1,1,1,1,1,1,1,0,7,3,4,5,6,4.09,6,6,6,5,6,5,6,6,5.68,3,4,5,4,5,5,5,3,4,4.52,4,2,2,2,2,46
R0378,UC,F,18,1,BSc,STEM,4,2,0,0,0,0,1,0,1,0,2,4,2,1,4,2.1,6,5,6,4,5,7,4,6,4.43,5,3,3,3,5,4,3,3,3,3.79,4,5,4,4,5,87
R0379,IPP,M,20,3,MSc,STEM,1,4,1,1,1,0,0,0,0,0,5,5,6,3,4,4.19,5,4,7,4,6,6,6,6,6.26,3,3,4,3,3,5,5,4,5,4.07,1,1,1,2,2,20
R0380,IPP,F,20,3,BSc,Health,1,5,1,1,1,1,1,1,0,0,2,5,7,7,6,5.22,5,5,5,5,3,3,3,4,4.4,3,5,4,5,4,4,3,6,2,3.89,0,0,0,0,1,8
R0381,UC,F,19,5,BSc,Health,4,4,1,0,0,0,1,1,0,0,7,5,3,5,6,5.33,5,6,6,5,4,3,6,5,4.5,4,4,4,3,3,5,4,4,4,3.45,2,3,5,3,2,74
R0382,UC,F,18,4,BSc,Health,3,4,1,1,0,1,1,0,0,0,7,7,7,7,7,6.81,7,4,6,5,5,6,6,4,4.52,6,5,5,3,4,2,6,5,3,3.9,1,3,4,2,5,57
R0383,UC,F,26,4,MSc,SocSci,3,2,0,0,0,0,0,1,0,0,1,2,3,1,4,2.9,7,7,6,6,7,6,5,7,6.47,7,6,7,5,5,6,7,7,6,6.52,5,3,4,4,4,89
R0384,IPP,F,20,5,MSc,Health,2,3,0,0,0,0,0,0,1,0,2,4,4,2,1,3.31,6,6,4,7,4,4,7,5,4.9,4,5,5,4,6,5,3,3,6,5.07,1,1,2,2,3,42
R0385,IPC,M,20,1,BSc,Health,3,5,1,1,1,1,1,0,1,1,5,4,6,2,3,4.19,6,6,6,4,5,7,5,6,5.02,2,5,6,2,4,5,3,5,4,3.85,1,1,0,1,1,23
R0386,UC,M,30,3,BSc,Health,3,5,0,0,1,1,1,0,0,0,7,4,4,7,7,5.73,5,6,4,5,6,4,6,5,4.78,2,5,3,3,2,2,3,3,4,3.09,3,2,3,2,2,54
R0387,UC,F,20,2,BSc,Arts,2,4,0,1,1,1,0,0,1,0,5,5,3,4,3,3.92,6,3,6,3,7,5,3,5,5.2,4,3,4,3,5,3,4,3,4,4.04,5,4,3,3,3,68
R0388,IPP,M,20,3,BSc,STEM,3,4,0,1,1,0,1,0,0,1,4,4,5,6,4,4.73,5,7,5,3,6,5,7,4,4.52,6,5,7,6,6,4,5,7,7,5.61,2,4,1,2,3,52
R0389,IPP,F,26,4,BSc,STEM,3,3,0,0,1,0,0,0,0,0,4,4,5,3,3,3.23,4,6,6,6,3,5,7,5,5.72,6,7,7,5,5,5,5,6,4,5.09,5,5,4,3,2,85
R0390,IPC,M,19,1,BSc,SocSci,2,4,1,0,0,0,0,0,0,0,4,4,4,5,4,3.25,7,6,5,6,6,6,7,6,6.58,7,7,7,7,5,6,7,7,6,7.0,1,3,1,4,3,49
R0391,UC,F,25,5,BSc,STEM,3,2,0,0,0,0,0,0,0,0,7,4,7,5,6,5.94,3,4,6,6,4,7,5,4,4.63,3,3,2,1,3,2,2,5,3,2.82,1,3,2,0,3,46
R0392,IPP,M,20,3,BSc,STEM,3,4,1,0,1,1,0,1,0,0,5,7,5,6,6,5.77,4,5,3,6,4,4,4,3,3.54,3,3,2,3,1,1,2,1,1,1.19,1,1,2,1,2,32
R0393,IPC,M,19,2,BSc,STEM,3,4,1,0,0,1,0,1,0,0,4,5,2,4,5,3.92,5,7,4,5,6,4,6,4,5.07,6,7,7,7,6,5,5,7,6,5.96,4,4,2,2,4,58
R0394,UC,M,32,2,MSc,SocSci,3,2,0,0,0,0,1,0,0,0,2,2,1,1,2,1.0,7,7,7,7,6,7,7,7,7.0,7,7,6,7,6,6,7,7,7,7.0,3,4,4,5,4,97
R0395,IPC,F,19,1,BSc,STEM,2,3,0,1,0,1,0,0,0,0,5,5,5,6,6,5.05,4,5,4,6,7,4,3,4,4.76,6,6,5,7,5,6,5,6,5,4.52,1,2,2,1,2,40
R0396,IPV,F,19,1,MSc,STEM,4,2,0,0,0,0,0,1,0,0,1,5,5,3,1,3.29,6,7,5,7,7,7,6,7,6.64,5,4,6,4,2,4,4,6,7,4.29,4,4,3,3,2,68
R0397,IPP,F,27,4,BSc,Health,2,4,0,1,0,0,0,0,1,1,5,7,7,7,7,6.7,3,3,4,5,4,5,4,4,3.82,5,5,4,2,6,2,4,4,5,3.72,1,2,2,3,3,23
R0398,IPC,F,25,1,BSc,STEM,3,5,0,1,0,1,0,0,1,1,4,5,4,4,5,4.76,7,1,6,5,5,4,4,6,4.48,2,2,3,4,2,4,3,4,2,2.76,3,4,4,1,3,52
R0399,IPV,F,26,4,MSc,STEM,1,4,1,0,0,0,0,0,0,1,3,3,3,1,2,2.87,4,6,5,4,3,6,6,3,4.81,5,5,6,5,4,4,4,6,5,5.35,3,3,2,4,1,44
R0400,IPP,M,26,5,BSc,Health,3,4,1,1,1,0,1,0,1,0,4,5,3,4,3,4.48,3,5,4,2,3,4,2,4,3.06,3,1,4,2,3,3,2,3,1,2.8,4,1,4,1,4,58
R0401,IPV,F,18,1,BSc,STEM,3,4,1,1,0,0,1,0,0,1,6,7,6,7,6,5.73,5,7,4,4,6,5,4,4,4.72,4,5,4,3,4,6,3,3,2,3.97,2,3,2,3,3,57
R0402,IPV,M,25,2,BSc,STEM,4,3,0,0,1,0,0,1,1,0,4,7,4,2,2,3.85,2,4,3,4,5,2,4,3,3.84,1,4,4,3,3,3,6,5,5,4.44,3,5,5,5,5,93
R0403,IPP,M,20,1,MSc,STEM,4,4,0,0,1,0,1,1,0,0,5,4,6,3,4,3.57,7,7,7,7,7,7,7,7,7.0,7,5,5,7,4,6,5,7,7,6.15,2,3,2,2,1,37
R0404,UC,F,20,4,BSc,Health,3,4,1,0,0,0,1,1,0,0,1,2,3,2,1,1.83,7,7,7,5,6,6,6,6,6.31,6,7,7,7,7,7,6,7,6,6.91,3,5,4,3,4,77
R0405,IPC,M,20,3,BSc,Health,3,1,0,0,0,0,0,0,0,0,3,2,5,7,3,3.72,7,6,5,7,7,7,7,6,6.51,6,4,5,4,7,4,7,5,7,5.06,3,3,2,2,4,41
R0406,IPC,F,18,3,BSc,STEM,5,4,0,0,0,0,1,1,1,0,3,5,3,7,3,4.6,6,5,5,3,4,4,5,4,4.63,7,5,7,6,5,6,5,5,4,4.87,4,3,3,3,4,71
R0407,IPV,F,29,3,BSc,STEM,5,5,1,1,1,1,0,1,1,0,4,5,5,3,4,4.15,4,7,5,4,4,4,4,7,5.25,4,5,3,6,3,3,3,4,5,4.62,4,5,4,4,5,90
R0408,IPC,M,19,3,BSc,STEM,1,1,0,0,1,0,0,0,0,0,4,7,4,4,4,4.18,3,4,6,6,5,4,6,7,4.63,7,4,5,5,6,6,5,6,6,4.91,2,2,1,2,2,37
R0409,IPP,F,25,1,MSc,Health,4,4,0,1,1,0,1,0,0,0,3,3,3,2,1,2.81,6,5,5,4,7,6,6,6,4.61,4,4,4,4,3,5,4,5,5,3.86,3,3,1,2,0,49
R0410,UC,F,31,4,BSc,SocSci,4,1,0,0,0,0,0,0,0,0,7,5,3,4,6,5.19,7,7,7,7,6,6,5,7,6.72,7,6,5,6,7,7,5,6,5,5.59,4,5,3,4,3,53
R0411,IPC,F,20,1,BSc,STEM,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1.04,6,7,6,7,7,7,6,7,6.88,5,6,5,7,7,7,6,7,7,6.54,1,3,1,2,4,65
R0412,UC,M,28,2,MSc,SocSci,5,5,1,1,1,0,1,0,0,0,3,2,2,2,2,2.25,5,5,7,6,5,4,7,4,5.16,3,4,3,3,6,5,3,3,5,4.24,3,4,3,3,5,73
R0413,IPP,F,20,1,MSc,STEM,5,2,0,0,0,0,1,0,0,0,4,5,6,2,4,4.25,3,5,4,6,6,4,4,5,4.96,2,1,6,3,4,2,1,2,4,2.65,3,5,3,3,2,49
R0414,UC,F,25,2,MSc,STEM,3,2,0,0,0,0,0,1,0,0,6,4,4,7,5,4.77,4,7,6,7,6,7,7,5,6.17,5,3,3,6,3,5,5,5,6,4.32,1,2,3,4,3,54
R0415,IPP,M,18,1,MSc,STEM,2,5,1,0,1,0,1,1,0,0,5,6,6,5,5,4.71,4,5,7,5,4,4,7,5,5.07,4,5,5,4,6,4,5,5,4,4.77,3,3,4,2,3,63
R0416,UC,F,20,3,BSc,Health,4,4,1,0,0,1,0,0,0,0,4,5,6,3,4,4.91,5,4,6,5,2,5,5,5,4.61,3,3,3,3,2,3,5,3,4,3.76,4,4,2,3,4,52
R0417,IPV,F,20,1,BSc,SocSci,3,4,1,1,0,0,1,0,0,0,6,5,7,5,5,4.64,2,2,2,4,3,4,4,2,3.22,6,5,3,5,4,5,3,2,3,3.81,0,0,0,0,1,6
R0418,UC,F,18,3,BSc,STEM,4,4,1,1,1,0,1,0,1,0,4,2,4,3,3,3.69,6,6,7,7,7,5,7,5,6.09,5,6,5,7,7,5,7,5,7,6.2,2,5,4,3,2,63
R0419,UC,F,25,2,MSc,SocSci,1,5,1,0,1,0,1,0,0,0,2,3,6,3,3,3.03,7,6,5,7,5,5,4,6,5.7,5,6,4,5,4,6,4,4,5,4.52,5,2,3,1,1,43
R0420,IPP,F,30,1,BSc,STEM,4,5,1,1,1,1,0,0,0,0,7,7,7,7,6,6.99,5,6,5,6,6,4,7,6,5.32,4,7,5,6,6,4,4,3,4,5.45,5,5,3,2,2,60
R0421,IPC,F,25,4,BSc,STEM,3,3,0,1,1,0,0,0,0,1,5,5,5,3,2,4.15,7,5,4,7,7,7,4,6,5.57,5,6,5,6,7,6,5,5,4,5.39,3,3,2,1,3,64
R0422,UC,M,26,2,BSc,STEM,5,4,1,0,1,0,0,1,0,0,5,5,6,4,6,4.05,1,4,3,4,2,3,6,5,4.51,4,4,6,6,6,5,5,7,4,4.84,0,2,3,2,2,42
R0423,IPP,F,25,2,MSc,STEM,4,5,1,1,0,1,0,0,1,1,6,3,4,4,5,4.09,4,1,3,2,4,3,3,3,2.97,4,5,3,4,4,5,5,4,6,4.13,3,2,2,4,3,39
R0424,UC,F,18,3,BSc,SocSci,3,4,1,0,0,0,0,0,0,0,6,5,5,4,5,4.56,5,5,5,7,4,6,5,6,5.16,1,3,5,5,2,4,6,4,2,2.95,4,4,4,4,2,64
R0425,UC,F,25,1,BSc,STEM,3,5,1,0,1,0,0,1,1,1,6,3,3,5,4,3.64,6,6,7,7,5,7,7,7,6.71,5,6,6,6,6,7,7,7,7,6.75,5,5,3,5,3,97
R0426,UC,M,19,4,MSc,Health,3,3,0,1,0,0,0,0,0,0,3,3,2,3,2,2.95,4,4,2,6,4,6,3,6,4.62,3,6,6,4,4,3,4,4,2,4.01,1,3,1,2,4,45
R0427,IPC,F,30,1,BSc,SocSci,3,2,0,0,1,0,0,0,0,1,4,4,4,4,7,3.5,6,7,7,7,6,7,7,4,6.47,6,5,7,5,7,4,5,6,6,5.53,5,5,4,5,4,98
R0428,IPV,M,20,3,BSc,STEM,2,2,1,0,0,1,1,0,0,0,4,4,5,6,4,4.62,3,3,3,3,4,3,4,3,3.26,2,1,1,1,3,2,4,1,4,2.09,3,3,1,0,2,11
R0429,UC,M,28,1,MSc,STEM,3,5,1,1,1,0,1,1,1,0,5,7,4,5,4,5.21,5,7,6,6,5,7,6,5,6.03,5,6,4,4,5,6,5,5,5,4.69,4,3,2,3,3,73
R0430,UC,M,18,1,BSc,STEM,2,5,1,1,1,1,1,1,0,0,5,2,3,4,3,3.13,3,2,3,5,6,3,3,4,3.94,4,3,4,6,5,3,5,4,6,4.82,2,0,1,2,1,33
R0431,IPC,F,19,1,BSc,STEM,2,4,0,1,0,0,0,0,1,0,3,3,4,3,3,3.47,6,7,6,7,7,7,7,7,7.0,4,3,4,5,4,3,3,3,5,3.55,4,4,4,3,3,70
R0432,IPP,F,25,3,BSc,Health,4,4,1,1,1,1,0,0,0,0,5,5,3,5,3,4.31,5,3,5,6,4,4,4,6,4.81,5,4,5,6,5,6,4,6,5,4.7,2,4,3,3,2,65
R0433,IPP,F,20,3,BSc,STEM,2,4,1,1,1,1,1,1,1,0,5,4,3,4,7,5.39,4,5,3,5,4,3,5,4,3.89,3,3,3,2,3,4,4,6,5,4.06,5,2,4,2,3,66
R0434,IPV,M,18,2,MSc,STEM,3,4,1,0,0,1,0,0,0,0,1,1,2,3,2,2.23,5,2,5,4,4,3,3,4,3.67,5,4,4,5,4,6,4,4,4,4.75,4,4,1,4,2,57
R0435,IPV,M,25,2,MSc,STEM,2,4,0,1,0,0,0,0,0,0,3,3,5,3,4,3.26,7,6,7,6,4,5,6,7,6.1,4,7,4,5,4,4,5,3,7,4.46,4,3,3,4,3,79
R0436,UC,F,20,4,BSc,Health,4,4,0,1,0,1,1,0,1,0,2,2,6,4,1,3.28,7,5,5,6,4,6,6,6,5.86,4,5,4,4,4,4,3,3,4,3.59,3,1,1,2,2,35
R0437,IPV,F,20,1,MSc,STEM,2,5,1,1,1,0,1,0,1,1,7,2,4,5,4,4.53,5,4,7,2,4,4,6,3,4.21,4,4,6,4,5,5,5,4,6,4.25,1,2,2,3,1,31
R0438,IPV,F,25,1,BSc,STEM,2,4,1,1,0,0,1,0,0,0,4,4,6,4,3,3.7,7,6,7,7,7,7,6,7,7.0,7,7,6,6,7,7,7,7,7,7.0,3,2,2,2,1,37
R0439,UC,F,18,4,BSc,Health,1,5,0,1,0,0,1,0,0,0,6,6,4,5,6,5.01,5,6,7,5,5,6,7,6,5.56,5,3,4,5,4,4,5,6,4,4.62,1,2,2,2,1,34
R0440,IPC,M,25,5,MSc,STEM,3,5,1,1,1,1,1,1,0,0,3,5,5,5,4,2.82,6,5,5,6,3,5,5,4,4.78,5,4,4,3,5,5,1,3,4,4.43,4,3,3,5,3,68
R0441,IPC,M,29,2,MSc,STEM,2,5,1,0,1,1,1,0,1,0,6,5,6,5,6,5.44,4,4,3,5,3,3,3,2,3.84,1,1,1,2,1,3,3,2,2,1.63,1,2,1,0,1,22
R0442,IPP,M,18,4,BSc,STEM,3,4,0,1,1,1,0,0,0,0,5,7,3,5,7,4.44,4,4,3,4,3,3,4,2,3.24,4,3,4,4,4,3,4,2,3,3.45,1,1,4,2,0,15
R0443,IPV,F,26,3,BSc,Arts,1,4,0,1,1,1,1,1,0,0,5,4,3,4,3,3.28,4,7,4,5,5,6,5,6,4.3,5,4,5,3,3,4,4,4,3,4.43,3,3,2,2,2,34
R0444,IPV,M,20,2,BSc,STEM,2,4,0,0,1,1,0,0,0,1,3,7,3,3,2,4.58,2,4,1,2,2,2,2,3,2.31,1,2,2,3,4,2,3,2,3,2.47,2,2,2,2,2,50
R0445,UC,M,20,3,BSc,STEM,3,4,1,1,1,1,1,0,0,0,3,2,3,1,2,2.63,3,3,7,3,6,7,6,4,4.87,5,5,6,6,5,6,5,4,4,5.18,2,3,0,4,3,53
R0446,IPC,F,25,1,MSc,SocSci,3,3,1,0,0,0,1,0,0,0,4,3,4,2,4,3.44,4,5,4,4,3,4,4,4,4.26,3,5,7,7,7,6,3,7,5,5.91,2,2,2,1,2,47
R0447,UC,M,20,4,BSc,Health,3,5,1,1,1,0,0,0,1,1,2,4,4,4,7,4.86,4,6,7,4,5,5,6,7,5.22,3,6,6,3,6,4,5,3,5,4.1,2,2,2,2,1,34
R0448,UC,F,25,1,BSc,Arts,4,2,0,0,0,0,0,0,0,0,3,3,3,2,4,2.45,4,6,7,4,5,5,6,6,4.78,3,1,3,2,2,2,1,3,3,2.69,1,2,3,4,2,68
R0449,IPP,M,18,2,MSc,STEM,3,5,1,1,0,0,1,0,1,0,4,2,4,6,6,4.36,6,5,5,5,6,5,4,4,4.46,5,2,6,5,5,4,4,6,5,4.97,5,5,4,4,3,84
R0450,IPC,F,25,1,BSc,Health,4,4,0,1,0,0,1,0,1,0,4,3,7,6,7,5.88,4,3,3,5,5,4,6,4,4.36,3,2,1,5,3,4,5,4,2,3.2,1,1,2,2,1,32
R0451,IPP,M,20,4,MSc,Health,3,3,0,0,1,1,1,0,0,0,6,6,5,7,5,6.47,5,4,5,3,4,5,4,5,4.59,3,4,6,5,4,5,4,3,4,4.68,4,2,3,2,2,35
R0452,IPC,M,25,3,BSc,STEM,2,5,1,1,1,0,0,1,0,0,6,4,6,6,7,4.5,7,7,6,7,6,6,7,7,6.0,3,2,3,3,4,4,5,4,2,3.29,2,0,2,2,3,31
R0453,IPC,M,28,4,BSc,Health,3,5,1,0,1,1,1,1,0,1,7,7,4,7,7,6.34,4,5,5,3,2,3,5,1,3.75,5,4,4,3,4,2,2,5,3,3.02,2,1,0,2,1,25
R0454,IPC,M,26,1,BSc,Health,5,4,0,1,0,0,1,0,1,0,5,6,4,5,5,4.38,5,5,6,5,6,7,6,7,5.95,5,7,5,7,5,6,6,5,6,6.34,3,4,4,4,3,81
R0455,UC,F,20,2,BSc,SocSci,2,4,1,1,0,0,0,0,1,1,3,4,3,5,4,3.54,4,4,3,5,4,1,3,6,4.22,5,4,6,4,5,6,5,6,6,5.18,4,4,3,3,4,78
R0456,IPP,F,25,1,Other,Arts,4,4,0,1,1,0,0,1,0,0,7,5,7,7,7,6.72,3,2,2,1,4,5,2,3,2.87,2,3,4,3,2,1,2,2,2,1.66,3,1,2,2,3,40
R0457,IPP,F,27,3,BSc,SocSci,1,2,0,1,1,1,0,0,0,0,4,4,7,4,4,3.63,7,6,7,7,7,7,7,7,6.65,4,4,6,4,7,4,4,4,4,5.0,4,3,2,5,4,75
R0458,IPP,F,25,2,MSc,SocSci,2,5,1,1,0,1,0,0,1,0,4,2,4,4,4,3.86,7,6,3,5,6,6,5,5,5.54,6,4,5,5,7,4,5,4,4,4.62,1,4,2,2,3,54
R0459,IPC,F,19,1,BSc,Health,2,5,1,0,1,0,0,0,0,0,5,5,4,7,6,5.39,6,6,6,4,5,4,5,5,5.52,3,3,6,4,4,4,4,3,6,4.35,2,0,3,1,4,48
R0460,IPV,M,18,2,MSc,SocSci,1,4,0,0,1,1,1,0,0,0,4,2,2,5,4,2.8,6,6,7,4,6,7,6,7,5.56,7,5,5,4,5,2,5,4,3,4.1,3,5,5,4,4,76
R0461,UC,F,25,2,BSc,SocSci,2,5,1,0,1,0,0,0,0,0,5,5,3,6,6,4.77,5,5,7,7,5,4,6,5,6.01,4,2,3,5,5,7,3,6,5,3.98,5,2,5,2,2,68
R0462,IPP,F,20,1,MSc,STEM,3,5,1,0,0,0,1,1,0,0,4,7,5,4,5,4.84,7,6,5,7,4,5,4,6,5.76,7,7,6,7,7,6,6,6,6,6.79,3,2,2,5,4,62
R0463,IPV,M,27,4,MSc,Health,3,2,1,0,0,0,1,0,1,0,1,1,1,2,2,1.0,5,4,5,5,7,5,6,4,5.29,4,5,5,7,5,6,6,6,6,5.29,1,2,3,4,3,65
R0464,UC,F,25,4,BSc,STEM,3,4,0,1,1,0,0,0,1,0,2,3,2,1,1,1.6,6,6,6,7,6,5,7,5,5.7,6,4,3,6,4,6,5,5,5,5.16,4,5,5,4,3,70
R0465,IPC,M,18,3,BSc,STEM,4,5,1,1,0,0,1,1,1,1,5,4,4,3,2,4.29,4,6,5,4,4,5,4,7,5.18,6,7,7,7,7,7,6,7,7,6.96,3,4,3,4,4,65
R0466,UC,F,26,2,BSc,STEM,3,4,1,1,0,1,1,0,0,1,5,5,5,4,7,5.16,3,5,6,4,6,6,5,4,4.55,6,6,4,3,4,4,2,5,3,4.56,3,3,3,3,3,58
R0467,UC,M,20,1,MSc,SocSci,3,5,1,1,1,0,0,1,1,0,2,4,2,4,5,3.67,6,6,5,3,5,2,3,5,4.83,2,5,4,2,4,2,4,5,3,3.46,2,4,1,1,3,52
R0468,IPV,F,20,1,BSc,SocSci,3,5,1,1,1,1,0,1,0,1,6,7,5,6,5,5.32,7,5,4,7,6,7,7,7,7.0,7,5,6,4,5,6,6,7,5,5.96,4,3,3,3,3,66
R0469,IPP,M,18,2,MSc,STEM,1,5,1,0,1,1,0,1,1,0,2,4,4,5,5,3.68,6,7,6,6,5,6,7,6,6.27,5,6,6,6,6,5,5,6,7,5.92,2,1,2,3,2,38
R0470,IPC,M,20,4,BSc,SocSci,4,5,1,0,0,1,0,1,1,0,3,4,5,2,3,2.25,4,5,5,7,7,5,3,5,4.49,5,4,4,4,5,5,7,6,6,4.89,4,4,3,3,3,61
R0471,IPP,F,25,1,MSc,STEM,2,5,1,0,1,1,0,0,0,0,7,5,7,7,7,7.0,6,6,5,6,6,4,6,7,4.71,1,3,4,3,4,3,1,3,2,2.87,2,3,2,2,4,32
R0472,IPV,F,26,2,BSc,Health,3,2,0,0,1,0,0,0,0,0,7,6,6,5,5,5.63,7,4,5,5,6,6,4,4,4.47,4,3,6,4,5,3,4,6,3,4.27,2,2,2,1,1,38
R0473,UC,F,25,2,BSc,STEM,4,5,1,1,1,0,0,1,0,0,7,7,7,6,7,7.0,3,3,2,3,2,2,6,1,2.92,3,2,1,1,1,2,1,1,1,1.31,0,2,1,2,2,13
R0474,IPC,M,18,4,BSc,STEM,5,4,0,1,1,0,1,0,0,0,5,5,4,5,6,4.65,3,5,4,4,3,4,2,4,4.3,3,4,3,2,3,4,4,4,4,3.52,2,3,1,2,2,55
R0475,IPC,F,25,2,BSc,STEM,2,4,1,1,0,1,0,0,0,0,6,3,4,3,5,3.94,4,4,4,6,5,5,5,6,5.54,1,5,5,4,5,3,5,6,6,4.21,5,5,5,3,4,97
R0476,IPP,F,20,3,BSc,SocSci,3,5,1,0,1,1,0,0,1,0,3,3,2,3,3,3.64,4,7,6,6,3,4,5,4,5.24,4,5,5,5,5,4,4,4,5,4.3,2,2,1,3,1,27
R0477,IPC,F,27,4,BSc,STEM,4,5,1,0,0,0,1,0,1,1,6,4,7,7,7,6.31,6,4,5,6,4,7,7,6,5.21,4,4,3,4,4,5,5,4,3,3.99,1,1,2,0,1,25
R0478,UC,F,28,3,BSc,SocSci,4,3,0,0,0,0,0,0,0,0,5,3,6,4,4,4.09,5,5,4,4,3,1,5,4,4.18,5,4,4,5,3,4,2,4,3,4.09,3,2,1,2,1,39
R0479,IPC,M,20,3,BSc,STEM,3,4,0,1,0,0,1,1,1,0,7,5,7,6,5,6.04,6,5,7,4,7,7,6,6,5.98,5,4,6,7,4,3,6,5,6,5.16,4,4,2,3,1,66
R0480,IPV,F,18,1,MSc,SocSci,2,5,0,1,1,1,0,0,0,0,3,3,4,1,4,3.46,7,6,6,7,6,7,6,6,6.23,5,6,6,7,3,5,7,7,6,6.11,4,4,3,2,2,61
R0481,IPP,F,26,1,BSc,STEM,3,4,1,0,0,0,0,0,0,0,5,6,4,5,6,4.92,2,4,5,4,4,4,4,2,3.81,1,4,2,5,4,2,3,4,2,2.75,3,2,2,3,2,57
R0482,UC,M,25,1,BSc,STEM,3,5,1,1,1,0,1,1,0,0,5,4,4,3,4,4.18,5,4,4,5,5,4,3,4,4.22,6,4,4,4,6,7,6,6,6,5.42,4,3,3,3,4,74
R0483,UC,M,20,1,MSc,Arts,2,2,0,1,0,0,0,0,0,0,3,3,4,2,4,2.49,5,7,7,7,7,6,5,7,6.93,7,7,6,7,7,7,7,7,6,6.6,3,4,4,4,5,84
R0484,IPV,F,19,3,BSc,STEM,3,2,0,0,0,0,0,0,0,0,3,1,1,2,1,1.89,7,7,6,7,7,6,5,7,7.0,3,6,6,5,4,5,6,7,4,4.85,5,5,5,4,5,96
R0485,UC,M,26,1,MSc,STEM,1,4,0,0,1,0,0,0,0,1,3,3,5,3,3,3.57,4,5,5,4,1,1,3,5,3.16,4,5,5,4,4,4,5,4,3,4.13,2,1,2,2,3,50
R0486,UC,M,28,4,BSc,STEM,2,5,0,1,1,0,1,0,0,0,5,5,4,4,4,4.66,5,3,4,2,4,3,4,5,3.45,2,1,1,1,1,2,1,2,1,1.29,2,5,4,5,3,70
R0487,UC,M,25,2,BSc,Health,2,3,0,0,0,1,0,0,0,0,1,1,1,2,1,2.18,6,5,5,7,5,7,7,6,5.64,7,7,7,5,6,6,6,7,5,5.92,4,3,5,3,2,74
R0488,IPV,M,20,3,MSc,STEM,2,4,1,1,0,0,1,0,1,1,7,5,4,5,7,5.3,4,3,5,5,4,2,5,3,3.89,3,3,3,3,4,3,4,2,5,3.48,3,1,1,2,2,33
R0489,IPC,F,20,3,MSc,Health,3,2,1,0,0,0,0,0,0,0,3,3,4,4,2,2.51,7,7,7,7,7,7,7,7,7.0,6,6,5,4,3,5,6,4,5,4.99,5,4,4,4,3,94
R0490,IPC,F,28,2,BSc,STEM,2,4,1,0,1,0,1,0,0,0,4,3,3,3,4,3.76,6,4,3,4,6,3,5,4,4.65,7,7,6,6,7,3,4,5,7,6.01,4,3,3,4,2,49
R0491,IPV,M,20,3,BSc,SocSci,3,4,1,1,0,0,1,1,1,1,5,7,7,4,5,6.3,7,6,7,7,6,5,7,5,6.89,7,5,6,5,7,6,6,5,5,5.68,5,5,5,4,4,97
R0492,UC,M,18,2,BSc,Arts,3,4,1,0,0,1,0,0,1,0,2,2,4,3,2,3.88,3,3,4,4,2,3,3,3,3.21,6,4,6,5,5,5,5,7,6,4.62,1,1,3,2,3,47
R0493,IPC,M,18,3,BSc,Arts,3,4,1,1,0,0,1,1,0,0,1,2,3,4,3,3.12,5,6,5,6,5,5,7,5,5.44,6,5,5,2,4,5,6,4,4,4.43,3,3,3,5,5,58
R0494,IPC,F,19,1,BSc,STEM,4,5,0,1,1,0,1,0,0,1,4,6,5,5,6,5.31,5,4,5,6,3,5,4,6,5.46,4,5,5,5,6,5,5,7,5,4.79,3,1,2,4,3,58
R0495,IPP,F,18,3,BSc,SocSci,3,4,1,0,1,1,0,0,0,0,5,6,5,4,5,4.26,5,5,5,4,6,4,4,4,4.63,7,7,6,7,5,7,6,7,6,6.54,3,3,3,4,3,61
R0496,IPC,M,32,5,MSc,STEM,3,2,1,1,0,0,0,0,0,0,6,5,7,7,6,6.18,3,2,2,3,4,4,3,3,2.96,3,2,2,2,1,4,3,2,3,2.9,2,3,2,1,1,47
R0497,IPV,M,20,2,BSc,SocSci,3,5,0,0,1,1,0,1,1,0,4,5,6,6,6,5.43,5,5,4,4,4,5,7,5,4.58,5,5,3,4,3,4,5,4,4,4.38,1,2,2,2,1,37
R0498,UC,M,25,4,BSc,Health,3,5,1,1,1,0,0,1,0,0,1,1,1,3,3,2.32,3,6,4,5,6,6,3,5,4.8,3,4,3,4,2,3,5,4,4,3.91,2,5,2,2,2,45
R0499,IPC,F,20,1,BSc,Health,3,2,1,0,0,0,1,0,0,0,4,2,4,3,5,3.68,4,3,4,4,4,3,4,2,4.15,5,6,5,6,4,4,5,5,4,4.57,3,3,5,5,1,65
